mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,ANN ns151,151,0,151,22,22,24.8058049555936,261.07002235009236,9.501590696740072
4.56,0.019,ANN ns151,151,0,151,23,23,18.88471543213707,248.7434360698395,7.592045736167616
4.56,0.019,ANN ns151,151,0,151,24,24,23.233092839448574,232.03534030870765,10.01273892525961
4.56,0.019,ANN ns151,151,0,151,25,25,19.86679140714423,217.23156713702488,9.145444038808916
4.56,0.019,ANN ns151,151,0,151,26,26,18.643496222667558,206.57590628041444,9.025010011264396
4.56,0.019,ANN ns151,151,0,151,27,27,24.614257547372258,191.8455867395503,12.830244346870794
4.56,0.019,ANN ns151,151,0,151,28,28,19.264380933349226,183.51579708141912,10.497396540093133
4.56,0.019,ANN ns151,151,0,151,29,29,20.735414642791984,167.8838396102995,12.35104861249545
4.56,0.019,ANN ns151,151,0,151,30,30,22.472317798722802,154.7634027050166,14.520434034107968
4.56,0.019,ANN ns151,151,0,151,31,31,21.893347260994435,146.08320317664348,14.986902521928583
4.56,0.019,ANN ns151,151,0,151,32,32,20.29292651519246,152.31775516987844,13.322758395802227
4.56,0.019,ANN ns151,151,0,151,33,33,20.264834345593737,143.05535235874785,14.165729566534838
4.56,0.019,ANN ns151,151,0,151,34,34,20.39984730594325,124.87878019552873,16.33571954658928
4.56,0.019,ANN ns151,151,0,151,35,35,19.06696684749629,122.6115262171799,15.550713245117972
4.56,0.019,ANN ns151,151,0,151,36,36,25.66949585923745,104.02278528336822,24.67680113478142
4.56,0.019,ANN ns151,151,0,151,37,37,19.359184699315215,106.84262675505808,18.119345515247474
4.56,0.019,ANN ns151,151,0,151,38,38,20.188721213492617,122.19439223863257,16.521806642375378
4.56,0.019,ANN ns151,151,0,151,39,39,18.27393853187984,110.77826605297325,16.49596006778206
4.56,0.019,ANN ns151,151,0,151,40,40,17.81218228473931,106.27015411982703,16.76122748881575
4.56,0.019,ANN ns151,151,0,151,41,41,17.711049524154852,107.5519443432549,16.467437787669898
4.56,0.019,ANN ns151,151,0,151,42,42,19.11184674865482,106.12795411190513,18.00830601945139
4.56,0.019,ANN ns151,151,0,151,43,43,23.442994092165325,92.1181977931698,25.448819727021984
4.56,0.019,ANN ns151,151,0,151,44,44,20.501632491593583,99.73656689753918,20.555783229089094
4.56,0.019,ANN ns151,151,0,151,45,45,18.427405088570342,94.70390580674804,19.457914572365308
4.56,0.019,ANN ns151,151,0,151,46,46,20.068432729296937,86.97475950670842,23.07385825855494
4.56,0.019,ANN ns151,151,0,151,47,47,23.099635621242335,86.82296561844338,26.60544414338157
4.56,0.019,ANN ns151,151,0,151,48,48,17.227114026553608,85.78800427195256,20.0810290118683
4.56,0.019,ANN ns151,151,0,151,49,49,18.784727070727698,82.6164074553664,22.73728385112384
4.56,0.019,ANN ns151,151,0,151,50,50,18.870496357093156,76.44357202821938,24.685524049199394
4.56,0.019,ANN ns151,151,0,151,51,51,19.632589545157053,80.0419801270798,24.527865894855537
4.56,0.019,ANN ns151,151,0,151,52,52,17.85098020336526,72.95290337468802,24.469184059313115
4.56,0.019,ANN ns151,151,0,151,53,53,23.9394682061657,76.78509512378666,31.17723324764063
4.56,0.019,ANN ns151,151,0,151,54,54,17.55863272118634,71.9428553152084,24.406360637558016
4.56,0.019,ANN ns151,151,0,151,55,55,22.49779129879334,72.70191755692801,30.945251590065453
