basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,26,1.3,0.017446110929868554,0.01810049449632472,0.018403945991866264,10,1.012607609118998,0.988542828070849,1.0010059896445551,0.9999987907188411,0.017446110929868554,0.003959810560814894,0.0020806767240696814,0.0011323496315993602,0.0007991730709380916,0.0006704997980336142,0.0005851733347621473,0.0004955824918402585,0.0003976355529261122,0.00036768463529335613
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,27,1.35,0.033817536614355125,0.035235410153314245,0.03381753661435509,10,1.0103179585590873,0.9927644235481957,1.0030077257293022,0.9999957857045135,0.033817536614355125,0.007727047317769536,0.003711392932814676,0.003322698428933093,0.0024513226685138494,0.0019877667936660385,0.0014345224286324689,0.0009647672952030446,0.0005075251439642533,0.0004241597005026102
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,27,1.35,0.017712416113841823,0.018357631567926018,0.01867581961573124,10,1.0127818894104004,0.9883726479761636,1.0010059178588595,0.9999987566322588,0.017712416113841823,0.003945499568624049,0.0021025984529501967,0.0011462800182504124,0.0008011401499705285,0.0006694899487173926,0.0005844441866099199,0.000494612451455324,0.00039841909484520684,0.00036893173130909734
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,28,1.4000000000000001,0.03398998094514684,0.035433161223770195,0.03398998094514681,10,1.010538025388051,0.9925712960401579,1.0030310375572797,0.9999957398639615,0.03398998094514684,0.007861076281754888,0.0037139566863451327,0.003326801234440229,0.002462476263608297,0.0019946697407185287,0.001449627082316649,0.000974012198844725,0.0005084541769556567,0.00042587300270895866
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,28,1.4000000000000001,0.017957424278335167,0.018594266816758364,0.018926699226914135,10,1.0129406611758784,0.9882176308192673,1.0010058203477288,0.9999987248784661,0.017957424278335167,0.0039303389130393995,0.00212387380630456,0.0011609735845931558,0.0008025526850909413,0.0006684044642792875,0.0005837140396143371,0.0004935558128567034,0.000399288995764783,0.00036986713462650603
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,29,1.4500000000000002,0.034063508165623,0.03553964738406534,0.034063508165622966,10,1.0107434211803938,0.9923926768385715,1.0030543693421867,0.9999957157243683,0.034063508165623,0.008009423357806706,0.0037167136832935046,0.003331004584887483,0.0024740919817314425,0.0020019466358061344,0.0014645088558659731,0.000983650387832889,0.0005092969444217822,0.0004276375133933824
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,29,1.4500000000000002,0.018171226002979286,0.018801295278500735,0.019142296053812107,10,1.0130832489273676,0.9880784185137282,1.001005694422903,0.9999986968203868,0.018171226002979286,0.0039156314741688,0.002146403090384695,0.0011765987655344686,0.0008039149803268767,0.0006673614581690167,0.0005829814508428312,0.0004925617801359256,0.0004002480762822682,0.00037056087457181837
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,30,1.5,0.03406037147616646,0.035577171727411414,0.03406037147616645,10,1.0109337668621265,0.9922289394141663,1.003077739311576,0.9999957080888754,0.03406037147616646,0.008174579141108572,0.003719811963113315,0.0033353381006609394,0.0024863401834778432,0.0020096682589104517,0.0014792274333856124,0.0009937949901239766,0.0005100687002806577,0.0004294778532688805
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,30,1.5,0.01835848167140756,0.018983712398244444,0.01932668590196004,10,1.0132091256601166,0.9879555091818049,1.0010055376491918,0.9999986718874245,0.01835848167140756,0.0039024357003582676,0.0021730963638557353,0.0011932442992367274,0.0008053880061384397,0.0006664396551995714,0.0005822355766415551,0.0004916937365188439,0.0004012952799766978,0.0003710962499582894
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,31,1.55,0.03401358588183251,0.03557612988314269,0.03401358588183248,10,1.01110890161107,0.9920802424070808,1.0031011642102674,0.9999957096769821,0.03401358588183251,0.008349188040961618,0.0037235428012814247,0.00333989311724924,0.002499647385587867,0.002017948579381707,0.0014939933543010003,0.0010044981524392578,0.0005107867686433066,0.000431399611969604
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,31,1.55,0.018540006740794774,0.019161969311587496,0.019505573283875054,10,1.0133179853986407,0.9878491867605623,1.0010053478058987,0.9999986472884964,0.018540006740794774,0.003891232230902987,0.0022064321805288544,0.0012108211787073377,0.0008067946844616551,0.0006656549349188281,0.0005814614060666309,0.0004909211581494198,0.0004024229738711427,0.000371536573148748
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,32,1.6,0.033957366660085045,0.0355665705527205,0.033957366660085024,10,1.0112686167715883,0.9919467964995818,1.0031246648071404,0.9999957132495088,0.033957366660085045,0.008520538565295395,0.0037283667995430623,0.0033448402468481023,0.002514662979791676,0.002026873258040574,0.0015090715442848525,0.001015623582768096,0.0005114638159376784,0.0004333695350161917
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,32,1.6,0.018735246698746492,0.019354918197628263,0.019704215372041665,10,1.013409434550705,0.987759822399683,1.0010051230899675,0.9999986203529199,0.018735246698746492,0.0038818775797716406,0.0022473264064900135,0.0012290441701996362,0.0008078187738305985,0.0006649734531743032,0.0005806481183762839,0.0004901571847146955,0.0004036155141185569,0.0003719110497543218
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,33,1.6500000000000001,0.0339267808138572,0.035579822486130085,0.03392678081385718,10,1.0114128788572294,0.991828643543251,1.0031482636991402,0.9999957112672941,0.0339267808138572,0.008679613598469162,0.0037347615612945925,0.003350365498280887,0.002531956546054083,0.002036399685586676,0.0015245764980182964,0.0010268444910201142,0.0005121048088467079,0.0004353212258072036
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,33,1.6500000000000001,0.018947383231542124,0.0195653950175113,0.019927296146123725,10,1.0134831825396184,0.9876876883569435,1.001004861751194,0.9999985906109294,0.018947383231542124,0.00387373600503016,0.0022949181390962124,0.0012474996531177133,0.0008082217172377665,0.0006643444077602353,0.0005797943433810388,0.0004893088799017098,0.00040485204949612625,0.0003722229212421357
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,34,1.7000000000000002,0.03395347808085497,0.035645352632174145,0.033953478080854936,10,1.01154183259001,0.991725651156881,1.0031719825977525,0.9999956966321852,0.03395347808085497,0.008824660329565737,0.0037429462469468354,0.0033565460696754913,0.0025516106505670756,0.0020463277121087193,0.0015403212598480882,0.0010378076171239409,0.0005127075010358266,0.00043719011264667563
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,34,1.7000000000000002,0.019159549874365474,0.019776661286569755,0.020153030479078855,10,1.0135390488081077,0.9876329515037237,1.001004562238628,0.9999985604194748,0.019159549874365474,0.003865938177807533,0.0023472981415837597,0.0012657497455780618,0.0008079523146727975,0.0006637307985691307,0.0005789079488364352,0.0004883146627640433,0.00040611113509467163,0.0003724699772692378
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,35,1.75,0.03405264177615707,0.035777772356136744,0.03405264177615705,10,1.0116555692149947,0.99163774536164,1.0031958477389038,0.9999956657526338,0.03405264177615707,0.008958016285662033,0.003752748546219437,0.0033632918284816427,0.0025731199102320282,0.00205640078085045,0.0015558984076083828,0.0010483343190322274,0.0005132652587395313,0.0004389502413628384
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,35,1.75,0.019346473708553004,0.019963848479397507,0.020348144006249104,10,1.013576739951221,0.987595890880293,1.001004223467669,0.999998533428275,0.019346473708553004,0.0038576945197603936,0.002402667975496551,0.0012834174667647386,0.0008071222519280231,0.0006631231811851091,0.0005780028461071294,0.00048715777831903384,0.0004073748851564241,0.00037266255409326504
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,36,1.8,0.03421279764221106,0.0359664329135867,0.03421279764221106,10,1.0117543912553593,0.9915646477315974,1.0032198865560171,0.9999956210468883,0.03421279764221106,0.009082312044715605,0.0037637778141256643,0.0033704230158032797,0.0025957521868712205,0.002066471977788081,0.0015709287891872868,0.0010585098908456913,0.0005137708306906941,0.00044062505227045526
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,36,1.8,0.019495552302178323,0.020114507310228343,0.02049561891021207,10,1.0135961505044326,0.9875766045828438,1.0010038447334086,0.9999985115751246,0.019495552302178323,0.003848522771435499,0.0024599794314851867,0.0013002582459260615,0.0008059239973153224,0.0006625365072466051,0.0005770962796207281,0.0004858625580208599,0.00040863072338496434,0.0003728232991062267
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,37,1.85,0.03439562173603144,0.036174987746609176,0.03439562173603141,10,1.0118387304938028,0.9915059549534635,1.0032441267371581,0.9999955711896357,0.03439562173603144,0.009198766267080626,0.003775847627446471,0.0033778268685743995,0.0026191097848478656,0.002076590851088195,0.0015852553121893554,0.0010685898351398277,0.0005142192889660806,0.0004422641941037376
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,37,1.85,0.019612206054419094,0.020233867517651483,0.020602394322351725,10,1.0135973398727134,0.987575032794513,1.001003426165226,0.9999984941985471,0.019612206054419094,0.00383839774581354,0.0025190651980309983,0.0013161980645743337,0.0008045606336070987,0.0006620008927064622,0.0005762050562352263,0.00048448275665250725,0.00040986996721280615,0.00037297739241151
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,38,1.9000000000000001,0.0345513770384743,0.03635692258560795,0.0345513770384743,10,1.0119089884656962,0.9914612997908794,1.003268600974273,0.9999955275211204,0.0345513770384743,0.009310346584710505,0.003789298311111157,0.003385550927607692,0.002643358650754017,0.0020869254929434533,0.0015989286958210528,0.001078805912870976,0.0005146096863019289,0.00044390659920785623
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,38,1.9000000000000001,0.01971015680022959,0.02033544850731425,0.020686978367740062,10,1.0135804127770676,0.9875910745011883,1.0010029689478621,0.9999984793562525,0.01971015680022959,0.0038278331631233092,0.0025807254168563284,0.0013312975971285104,0.000803191208503117,0.0006615500389668981,0.0005753408718616852,0.00048308178160457463,0.00041108581331171935,0.00037314871837472913
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,39,1.9500000000000002,0.03464261281064104,0.03647910849490429,0.034642612810641016,10,1.0119658011285058,0.991430087585943,1.0032933428468134,0.9999954982970487,0.03464261281064104,0.009425968332415127,0.0038048478086872314,0.0033937265477336077,0.002668864184324183,0.002097605109651102,0.0016120325868816396,0.0010892570653446912,0.000514945482254689,0.00044556302313133154
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,39,1.9500000000000002,0.0198020141769278,0.020431865109904183,0.020766618811334302,10,1.0135458289193233,0.9876242855417147,1.0010024751502316,0.9999984651917178,0.0198020141769278,0.0038177906052703032,0.002646378734919442,0.0013456564978551653,0.000801900102009868,0.0006612098847540642,0.0005745082826593636,0.0004817100301670918,0.00041227219990321127,0.00037335574109133486
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,40,2.0,0.034656034038054076,0.03653235821867758,0.034656034038054055,10,1.0120098703801,0.9914116621114142,1.0033183876666918,0.9999954859270511,0.034656034038054076,0.009557817179646199,0.0038231745704032476,0.003402414964103634,0.0026956891103516022,0.002108630170240727,0.0016245521385978025,0.001099926093514044,0.0005152332526792737,0.0004472223231707602
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,40,2.0,0.01989284327975949,0.020528410969218584,0.020848647973298533,10,1.0134942546205448,0.9876740230773777,1.0010019478268817,0.9999984509165227,0.01989284327975949,0.0038094312716673282,0.002717077638947186,0.0013593075409277177,0.0008007023191067871,0.0006609926566876526,0.000573706861871973,0.00048038969112101,0.00041342346568128027,0.0003736045916828515
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,41,2.0500000000000003,0.03460028939329094,0.03652748058569935,0.03460028939329092,10,1.0120418975291394,0.9914053744414653,1.0033437763703275,0.9999954878196167,0.03460028939329094,0.009714286016785704,0.0038446378731921502,0.003411529112107298,0.0027234312149128515,0.0021198869645662898,0.0016363844541711064,0.0011107372338665115,0.000515479851643143,0.0004488637628546306
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,41,2.0500000000000003,0.019983640515493683,0.0206261717755952,0.020934977582700177,10,1.0134264618467015,0.9877395433098508,1.001001390602579,0.999998436366284,0.019983640515493683,0.0038037693689751896,0.0027921299139186404,0.001372180388242361,0.0007995810647000828,0.0006608968831104603,0.0005729358779004348,0.00047911299413171295,0.00041453586704767953,0.00037387784357561935
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,42,2.1,0.03449659572341767,0.036484694366464364,0.034496595723417664,10,1.0120628307581143,0.9914103358660646,1.0033695509594622,0.9999954989931482,0.03449659572341767,0.009893979237602716,0.003869286819482289,0.0034208686766968913,0.002751426380352657,0.0021312165901008827,0.001647422632784163,0.0011215936721443254,0.0005156893686260059,0.00045046404842138303
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,42,2.1,0.020077322334266217,0.020727612642705104,0.02102972566665234,10,1.013343539379113,0.9878197948118744,1.001000807143414,0.9999984211652024,0.020077322334266217,0.003801284088460056,0.0028681758460004235,0.0013841790366690857,0.0007985322801868404,0.0006609111721723751,0.0005721947361056466,0.00047785314103158087,0.0004156106300848446,0.0003741239439362855
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,43,2.15,0.03436752879733193,0.03642244320920069,0.03436752879733191,10,1.012073634773472,0.991425645679996,1.00339575683099,0.9999955148833267,0.03436752879733193,0.010084609632206849,0.0038971393156311362,0.0034302215585015456,0.0027790894533647457,0.0021424630753317016,0.0016576224351406443,0.0011323666283922253,0.0005158619586232815,0.0004519970954208251
